director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Mohit Suri,Sidharth Malhotra,Riteish Deshmukh,Shraddha Kapoor,Romance/Thriller,ek villain,Sidharth Malhotra Riteish Deshmukh Shraddha Kapoor Mohit Suri Romance/Thriller
Samar Shaikh,Vidya Balan,Ali Fazal,Arjan Bajwa,Comedy/Drama,bobby jasoos,Vidya Balan Ali Fazal Arjan Bajwa Samar Shaikh Comedy/Drama
Arif Ali,Armaan Jain,Deeksha Seth,Nikita Dutta,Romance/Comedy,lekar hum deewana dil,Armaan Jain Deeksha Seth Nikita Dutta Arif Ali Romance/Comedy
Shashank Khaitan,Varun Dhawan,Alia Bhatt,Sidharth Shukla,Romance/Comedy,humpty sharma ki dulhania,Varun Dhawan Alia Bhatt Sidharth Shukla Shashank Khaitan Romance/Comedy
Vishal Pandya,Surveen Chawla,Sushant Singh,Jay Bhanushali,Thriller,hate story 2,Surveen Chawla Sushant Singh Jay Bhanushali Vishal Pandya Thriller
Ajay Mehra,Om Puri,Reshmi Ghosh,Yashpal Sharma,Drama,bazaar-e-husn,Om Puri Reshmi Ghosh Yashpal Sharma Ajay Mehra Drama
Ashok Tyagi,Rajesh Khanna,Aryaman Ramsay,Aryan Vaid,Drama/Action,riyasat,Rajesh Khanna Aryaman Ramsay Aryan Vaid Ashok Tyagi Drama/Action
Ajay Bhuyan,Vir Das,Vega Tamotia,Anindita Nayar,Romance/Comedy,amit sahni ki list,Vir Das Vega Tamotia Anindita Nayar Ajay Bhuyan Romance/Comedy
Akshay Akkineni,Akshay Oberoi,Parvathy Omanakuttan,Dipannita Sharma,Horror,pizza,Akshay Oberoi Parvathy Omanakuttan Dipannita Sharma Akshay Akkineni Horror
Sajid Nadiadwala,Salman Khan,Jacqueline Fernandez,Nawazuddin Siddiqui,Action/Comedy,kick,Salman Khan Jacqueline Fernandez Nawazuddin Siddiqui Sajid Nadiadwala Action/Comedy
Sajid-Farhad,Akshay Kumar,Tamannaah Bhatia,Prakash Raj,Comedy,entertainment,Akshay Kumar Tamannaah Bhatia Prakash Raj Sajid-Farhad Comedy
Rohit Shetty,Ajay Devgn,Kareena Kapoor,Amol Gupte,Action,singham returns,Ajay Devgn Kareena Kapoor Amol Gupte Rohit Shetty Action
Manoj Amarnani,Manoj Amarnani,Anokhi Dalvi,Nancy Brunetta,Romance,life is beautiful!,Manoj Amarnani Anokhi Dalvi Nancy Brunetta Manoj Amarnani Romance
Saahil Prem,Saahil Prem,Amrit Maghera,unknown,Dance,mad about dance,Saahil Prem Amrit Maghera unknown Saahil Prem Dance
Pradeep Sarkar,Rani Mukerji,Tahir Raj Bhasin,Jisshu Sengupta,Drama/Action,mardaani,Rani Mukerji Tahir Raj Bhasin Jisshu Sengupta Pradeep Sarkar Drama/Action
Atlanta Nagendra,Rafiq Batcha,Srinivas,Dick Mays,Comedy,mumbhai connection,Rafiq Batcha Srinivas Dick Mays Atlanta Nagendra Comedy
Kunal Deshmukh,Emraan Hashmi,Humaima Malick,Paresh Rawal,Thriller,raja natwarlal,Emraan Hashmi Humaima Malick Paresh Rawal Kunal Deshmukh Thriller
Omung Kumar,Priyanka Chopra,Minakkshi Kalitaa,Zachary Coffin,Drama,mary kom,Priyanka Chopra Minakkshi Kalitaa Zachary Coffin Omung Kumar Drama
Vikram Bhatt,Bipasha Basu,Imran Abbas,unknown,Horror,creature,Bipasha Basu Imran Abbas unknown Vikram Bhatt Horror
Homi Adajania,Naseeruddin Shah,Dimple Kapadia,Pankaj Kapur,Comedy/Drama,finding fanny,Naseeruddin Shah Dimple Kapadia Pankaj Kapur Homi Adajania Comedy/Drama
Habib Faisal,Aditya Roy Kapur,Parineeti Chopra,Anupam Kher,Comedy/Drama,daawat-e-ishq,Aditya Roy Kapur Parineeti Chopra Anupam Kher Habib Faisal Comedy/Drama
Shashanka Ghosh,Sonam Kapoor,Fawad Khan,Kiron Kher,Romance/Comedy,khoobsurat,Sonam Kapoor Fawad Khan Kiron Kher Shashanka Ghosh Romance/Comedy
Vishal Mahadkar,Rannvijay Singh,Anindita Nayar,Salil Acharya,Horror,3 a.m.,Rannvijay Singh Anindita Nayar Salil Acharya Vishal Mahadkar Horror
Manish Harishankar,Soha Ali Khan,Seema Biswas,Zakir Hussain,Thriller,chaarfutiya chhokare,Soha Ali Khan Seema Biswas Zakir Hussain Manish Harishankar Thriller
Anand Kumar,Suniel Shetty,Akhil Kapur,Jay Bhanushali,Drama/Action,desi kattey,Suniel Shetty Akhil Kapur Jay Bhanushali Anand Kumar Drama/Action
Abhishek Bindal,Raghuvir Yadav,Puru Chibber,Reecha Sinha,Social satire,meinu ek ladki chaahiye,Raghuvir Yadav Puru Chibber Reecha Sinha Abhishek Bindal Social satire
Sunil Agnihotri,Mika Singh,Shaan,Gabriela Bertante,Comedy,balwinder singh famous ho gaya,Mika Singh Shaan Gabriela Bertante Sunil Agnihotri Comedy
Siddharth Anand,Hrithik Roshan,Katrina Kaif,Javed Jaffrey,Action/Romance,bang bang!,Hrithik Roshan Katrina Kaif Javed Jaffrey Siddharth Anand Action/Romance
Vishal Bhardwaj,Tabu,Shahid Kapoor,Shraddha Kapoor,Drama,haider,Tabu Shahid Kapoor Shraddha Kapoor Vishal Bhardwaj Drama
V. K. Singh,Rajniesh Duggal,Shubhashree Ganguly,Mansha Bahl,Drama,spark,Rajniesh Duggal Shubhashree Ganguly Mansha Bahl V. K. Singh Drama
Raj Purohit,Harshvardhan Deo,Cherry Mardia,Virendra Saxena,Romance,jigariyaa,Harshvardhan Deo Cherry Mardia Virendra Saxena Raj Purohit Romance
Ravindra Gautam,Anupam Kher,Neha Dhupia,Divyendu Sharma,Political Satire,ekkees toppon ki salaami,Anupam Kher Neha Dhupia Divyendu Sharma Ravindra Gautam Political Satire
Navneet Behal,Nikhil Dwivedi,Richa Chadda,unknown,Crime/Romance,tamanchey,Nikhil Dwivedi Richa Chadda unknown Navneet Behal Crime/Romance
Hemant Madhukar,Veena Malik,Karanvir Bohra,Vedita Pratap Singh,Horror,mumbai 125 km,Veena Malik Karanvir Bohra Vedita Pratap Singh Hemant Madhukar Horror
Charudutt Acharya,Rhea Chakraborty,Ali Fazal,Raghav Juyal,Comedy/Drama,sonali cable,Rhea Chakraborty Ali Fazal Raghav Juyal Charudutt Acharya Comedy/Drama
Farah Khan,Shah Rukh Khan,Deepika Padukone,Abhishek Bachchan,Action/Comedy,happy new year,Shah Rukh Khan Deepika Padukone Abhishek Bachchan Farah Khan Action/Comedy
Sabal Singh Sheikhawat,Rahul Khanna,Monica Dogra,Arjun Mathur,Drama,fireflies,Rahul Khanna Monica Dogra Arjun Mathur Sabal Singh Sheikhawat Drama
Kamal Sadanah,Abhinav Shukla,Varinder Singh Ghuman,Himarsha Venkatsamy,Drama/Action,roar: tigers of the sundarbans,Abhinav Shukla Varinder Singh Ghuman Himarsha Venkatsamy Kamal Sadanah Drama/Action
Indra Kumar,Rekha,Sharman Joshi,Randhir Kapoor,Drama,super nani,Rekha Sharman Joshi Randhir Kapoor Indra Kumar Drama
Ketan Mehta,Randeep Hooda,Nandana Sen,Paresh Rawal,Drama,rang rasiya,Randeep Hooda Nandana Sen Paresh Rawal Ketan Mehta Drama
Sarovar Banka,Shabana Azmi,Adam Laupus,Lethia Nall,Drama,a decent arrangement,Shabana Azmi Adam Laupus Lethia Nall Sarovar Banka Drama
Abhishek Sharma,Akshay Kumar,Anupam Kher,Annu Kapoor,Comedy,the shaukeens,Akshay Kumar Anupam Kher Annu Kapoor Abhishek Sharma Comedy
Bharat Jain,Prashanth Gupta,Niharica Raizada,Ashruth Jain,Found footage / Horror,6 – 5 = 2,Prashanth Gupta Niharica Raizada Ashruth Jain Bharat Jain Found footage / Horror
Shaad Ali,Ranveer Singh,Parineeti Chopra,Ali Zafar,Romance/Drama,kill dil,Ranveer Singh Parineeti Chopra Ali Zafar Shaad Ali Romance/Drama
Kabir Sadanand,Vir Das,Kunaal Roy Kapur,Shobhit Rana,Comedy,gollu aur pappu,Vir Das Kunaal Roy Kapur Shobhit Rana Kabir Sadanand Comedy
Raj Nidimoru and Krishna DK,Saif Ali Khan,Ileana D'Cruz,Govinda,Romance/Comedy,happy ending,Saif Ali Khan Ileana D'Cruz Govinda Raj Nidimoru and Krishna DK Romance/Comedy
Amit Vats,Nishant Dahiya,Pragya Jaiswal,Abhishek Kumar,Romance/Comedy,titoo mba,Nishant Dahiya Pragya Jaiswal Abhishek Kumar Amit Vats Romance/Comedy
Ajit Sinha,Shreyas Talpade,Manjari Fadnis,Hemant Pandey,Drama,wah taj,Shreyas Talpade Manjari Fadnis Hemant Pandey Ajit Sinha Drama
Rajeshwar Chauhan,Heena Panchal,Mausam Sharma,Pranshu Kaushal,Comedy,hum hai teen khurafaati,Heena Panchal Mausam Sharma Pranshu Kaushal Rajeshwar Chauhan Comedy
Rensil D'Silva,Emraan Hashmi,Randeep Hooda,Kangana Ranaut,Drama,ungli,Emraan Hashmi Randeep Hooda Kangana Ranaut Rensil D'Silva Drama
Chandraprakash Dwivedi,Adil Hussain,Mona Singh,Mukesh Tiwari,Drama,zed plus,Adil Hussain Mona Singh Mukesh Tiwari Chandraprakash Dwivedi Drama
Vivek Agnihotri,Karanvir Sharma,Mannara Chopra,Shraddha Das,Erotica/Thriller,zid,Karanvir Sharma Mannara Chopra Shraddha Das Vivek Agnihotri Erotica/Thriller
Prabhu Deva,Ajay Devgn,Sonakshi Sinha,Yami Gautam,Comedy/Action,action jackson,Ajay Devgn Sonakshi Sinha Yami Gautam Prabhu Deva Comedy/Action
Ravi Kumar,Martin Sheen,Mischa Barton,Rajpal Yadav,Drama,bhopal: a prayer for rain,Martin Sheen Mischa Barton Rajpal Yadav Ravi Kumar Drama
Satish Rajwade,Shiv Panditt,Piaa Bajpai,unknown,Drama,mumbai delhi mumbai,Shiv Panditt Piaa Bajpai unknown Satish Rajwade Drama
Amit Masurkar,Naveen Kasturia,Mayank Tewari,Aditi Vasudev,Social/Drama,sulemani keeda,Naveen Kasturia Mayank Tewari Aditi Vasudev Amit Masurkar Social/Drama
Shailesh Verma,Shashank Udapurkar,Annu Kapoor,Anupam Maanav,Sports,badlapur boys,Shashank Udapurkar Annu Kapoor Anupam Maanav Shailesh Verma Sports
Dinesh Soni,Shyam Avtar Kedia,unknown,unknown,Drama/Romance,life mein twist hai,Shyam Avtar Kedia unknown unknown Dinesh Soni Drama/Romance
Ajay Yadav,Saurabbh Roy,Arijita Roy,Meghna Patel,Drama,luv...phir kabhie,Saurabbh Roy Arijita Roy Meghna Patel Ajay Yadav Drama
Adeeb Rais,Varun Khandelwal,Danny Saru,Shenaz Treasuryvala,Comedy/Romance,main aur mr. riight,Varun Khandelwal Danny Saru Shenaz Treasuryvala Adeeb Rais Comedy/Romance
Amit Khan,Makrand Deshpande,Sanjay Mishra,Rajesh Khattar,Comedy,objection my god,Makrand Deshpande Sanjay Mishra Rajesh Khattar Amit Khan Comedy
Faizal Khan,Atif Jamil,Ibra Khan,Roselyn Dsouza,Suspense/Thriller,room – the mystery,Atif Jamil Ibra Khan Roselyn Dsouza Faizal Khan Suspense/Thriller
Rajkumar Hirani,Aamir Khan,Anushka Sharma,Sushant Singh Rajput,Comedy/Drama,pk,Aamir Khan Anushka Sharma Sushant Singh Rajput Rajkumar Hirani Comedy/Drama
Anurag Kashyap,Abir Goswami,Girish Kulkarni,Madhavi Singh,Thriller,ugly,Abir Goswami Girish Kulkarni Madhavi Singh Anurag Kashyap Thriller
